case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
170,parachute,701,0.5417085289955139,balloon,417,0.002924606902524829,flagpole,557,0.0019932305440306664,seashore,978,0.0016392513643950224,diaper,529,0.0015599395846948028
171,parachute,701,0.3459687829017639,unicycle,880,0.002115215640515089,balloon,417,0.0019904200453311205,mountain bike,671,0.0018994685960933566,coil,506,0.00171189708635211
172,parachute,701,0.3464767336845398,balloon,417,0.0028012539260089397,alp,970,0.0024428952019661665,flagpole,557,0.002154443645849824,seashore,978,0.0020728567615151405
173,parachute,701,0.38973379135131836,balloon,417,0.005093529354780912,bib,443,0.001771553186699748,nematode,111,0.001502084662206471,flagpole,557,0.0013856617733836174
174,parachute,701,0.35386669635772705,bib,443,0.0022658375091850758,plastic bag,728,0.0018603112548589706,seashore,978,0.0014846565900370479,ski,795,0.0014813957968726754
175,parachute,701,0.45828139781951904,balloon,417,0.001664893003180623,tabby,281,0.0013473144499585032,hamster,333,0.0012777699157595634,Irish wolfhound,170,0.0012734384508803487
176,parachute,701,0.47167685627937317,balloon,417,0.05610237270593643,airship,405,0.0050795613788068295,lakeside,975,0.002148144179955125,warplane,895,0.0020446223206818104
177,parachute,701,0.541441798210144,bib,443,0.002351551316678524,coil,506,0.002140237018465996,lorikeet,90,0.0019733558874577284,balloon,417,0.001946920994669199
178,parachute,701,0.8093883991241455,valley,979,0.0016245513688772917,umbrella,879,0.000868371338583529,alp,970,0.0008368170238099992,water snake,58,0.0007655570516362786
179,parachute,701,0.6672722101211548,coil,506,0.001582483178935945,hook,600,0.0012672186130657792,knot,616,0.0012326659634709358,stinkhorn,994,0.0012154768919572234
180,parachute,701,0.4498891532421112,balloon,417,0.003236544318497181,flagpole,557,0.001650943886488676,nematode,111,0.001582289463840425,airship,405,0.0012745070271193981
181,parachute,701,0.440165251493454,bib,443,0.002667202614247799,coil,506,0.0019137701019644737,ladybug,301,0.0015586381778120995,balloon,417,0.0014654211699962616
182,parachute,701,0.4498618543148041,Irish wolfhound,170,0.0014466254506260157,chimpanzee,367,0.0011955410009250045,Border terrier,182,0.0011360422940924764,polecat,358,0.0010672261705622077
183,parachute,701,0.5566256642341614,balloon,417,0.0015316318022087216,Irish wolfhound,170,0.001308745937421918,wing,908,0.00124703673645854,Border terrier,182,0.0010999090736731887
184,parachute,701,0.46746599674224854,valley,979,0.0038108297158032656,balloon,417,0.0027174942661076784,water snake,58,0.0024450160562992096,lakeside,975,0.002271131845191121
185,parachute,701,0.43319571018218994,flagpole,557,0.0016609096201136708,Irish wolfhound,170,0.0014717791927978396,balloon,417,0.001461705076508224,sulphur butterfly,325,0.0012617033207789063
186,parachute,701,0.5778394341468811,ski,795,0.006488210521638393,bow,456,0.0018131008837372065,alp,970,0.0016036711167544127,mountain bike,671,0.0015440528513863683
187,parachute,701,0.4845702052116394,balloon,417,0.004178738221526146,seashore,978,0.0026007890701293945,umbrella,879,0.002527137752622366,airship,405,0.002400927012786269
188,parachute,701,0.5710787177085876,coil,506,0.005836788099259138,balloon,417,0.002262767869979143,mountain bike,671,0.0019792343955487013,knot,616,0.001615941058844328
189,parachute,701,0.424172043800354,umbrella,879,0.0017271890537813306,balloon,417,0.0014373864978551865,spoonbill,129,0.0010991094168275595,dishrag,533,0.0010902665089815855
190,parachute,701,0.33487677574157715,flagpole,557,0.002419748343527317,wombat,106,0.0014705370413139462,Irish wolfhound,170,0.0014675551792606711,hamster,333,0.0014634620165452361
191,parachute,701,0.47464704513549805,balloon,417,0.0017715630820021033,ski,795,0.0016073700971901417,mitten,658,0.001508872490376234,Irish wolfhound,170,0.0013460604241117835
192,parachute,701,0.4939543902873993,steel arch bridge,821,0.0013091376749798656,ski,795,0.001209178240969777,coil,506,0.001177994185127318,snowmobile,802,0.0011347272666171193
193,parachute,701,0.4083729684352875,balloon,417,0.0024021011777222157,ski,795,0.002369471127167344,airship,405,0.001572786015458405,knot,616,0.0014569965424016118
194,parachute,701,0.6310097575187683,balloon,417,0.039497844874858856,nematode,111,0.006021840497851372,knot,616,0.0035425275564193726,coil,506,0.002987506100907922
195,parachute,701,0.4722576141357422,bonnet,452,0.002137446077540517,umbrella,879,0.0020426397677510977,balloon,417,0.0018575182184576988,ski,795,0.0015776974614709616
196,parachute,701,0.4480970501899719,cock,7,0.001991194672882557,lorikeet,90,0.0017544552683830261,balloon,417,0.0015724870609119534,flagpole,557,0.0012929164804518223
197,parachute,701,0.47325700521469116,balloon,417,0.0017703869380056858,pick,714,0.0013554423348978162,flagpole,557,0.0011683267075568438,seashore,978,0.0011565298773348331
198,parachute,701,0.4700300693511963,balloon,417,0.003105510724708438,ski,795,0.0017717969603836536,umbrella,879,0.0017299315659329295,wing,908,0.0015659205382689834
199,parachute,701,0.510474443435669,seashore,978,0.0018009367631748319,coil,506,0.0017104803118854761,panpipe,699,0.0013901888160035014,coral reef,973,0.001304239733144641
200,parachute,701,0.3405917286872864,Brabancon griffon,262,0.0022940882481634617,chimpanzee,367,0.0019930251874029636,Border terrier,182,0.0019397875294089317,Irish wolfhound,170,0.0018989307573065162
201,parachute,701,0.40312787890434265,ant,310,0.0025185795966535807,quill,749,0.0014347971882671118,umbrella,879,0.00140967289917171,seashore,978,0.0013162834802642465
202,parachute,701,0.3384668827056885,ski,795,0.002302673412486911,seashore,978,0.002053010044619441,alp,970,0.002030455507338047,balloon,417,0.0018722217064350843
203,parachute,701,0.527747631072998,balloon,417,0.0021995417773723602,ski,795,0.0015767739387229085,umbrella,879,0.0014595750253647566,coil,506,0.001179443788714707
204,parachute,701,0.5845543146133423,diaper,529,0.004477045498788357,ski,795,0.004358552396297455,balloon,417,0.003286980092525482,cock,7,0.002948857145383954
205,parachute,701,0.6303294897079468,balloon,417,0.015689441934227943,flagpole,557,0.0032348360400646925,mitten,658,0.0018052569357678294,sulphur butterfly,325,0.0015890707727521658
206,parachute,701,0.5180081129074097,umbrella,879,0.0029072975739836693,balloon,417,0.002470835344865918,valley,979,0.0019626636058092117,panpipe,699,0.0016320388531312346
207,parachute,701,0.3989947736263275,hamster,333,0.0019851387478411198,seashore,978,0.0018266481347382069,Irish terrier,184,0.0017567845061421394,balloon,417,0.0017355119343847036
208,parachute,701,0.4158312976360321,balloon,417,0.003978994209319353,hamster,333,0.0013285815948620439,tabby,281,0.001223305007442832,jellyfish,107,0.0012225009268149734
209,parachute,701,0.38972994685173035,steel arch bridge,821,0.001384213799610734,stinkhorn,994,0.0013600264210253954,baseball,429,0.0013522672234103084,bib,443,0.0013386915670707822
210,parachute,701,0.2959544062614441,balloon,417,0.004818700719624758,mitten,658,0.0019472291460260749,hamster,333,0.0015837550163269043,chimpanzee,367,0.00148163887206465
211,parachute,701,0.5232312083244324,airship,405,0.004697407595813274,balloon,417,0.0028279218822717667,spoonbill,129,0.0018328665755689144,strawberry,949,0.001372077502310276
212,parachute,701,0.6212213039398193,ski,795,0.002137394854798913,lifeboat,625,0.0011647854698821902,balloon,417,0.0011505770962685347,stretcher,830,0.0011220546439290047
213,parachute,701,0.5061899423599243,ski,795,0.0024018846452236176,balloon,417,0.0013328742934390903,coil,506,0.0010821196483448148,snowmobile,802,0.0010750500950962305
214,parachute,701,0.5871694684028625,valley,979,0.0020546840969473124,umbrella,879,0.0018231949070468545,steel arch bridge,821,0.0012932168319821358,balloon,417,0.0011540900450199842
215,parachute,701,0.595348596572876,balloon,417,0.004119208548218012,coil,506,0.0017188809579238296,ibex,350,0.0013674745569005609,whistle,902,0.001221986603923142
216,parachute,701,0.5003193020820618,seashore,978,0.0028813208919018507,nematode,111,0.0016535472823306918,coral reef,973,0.0014345013769343495,lakeside,975,0.0013436079025268555
217,parachute,701,0.4999610185623169,Irish wolfhound,170,0.0014138675760477781,ski,795,0.0011436473578214645,chimpanzee,367,0.0010941062355414033,llama,355,0.0010583047987893224
218,parachute,701,0.48166128993034363,quill,749,0.006854665465652943,spoonbill,129,0.0036455122753977776,flagpole,557,0.0029580763075500727,balloon,417,0.002653644187375903
219,parachute,701,0.38724464178085327,dishrag,533,0.004667601548135281,bib,443,0.002816657302901149,balloon,417,0.0026033418253064156,knot,616,0.0024853928480297327
220,parachute,701,0.4006449580192566,balloon,417,0.0048506599850952625,pick,714,0.003455359721556306,necklace,679,0.0017364427912980318,swing,843,0.0014594006352126598
221,parachute,701,0.475448876619339,balloon,417,0.0017413401510566473,wombat,106,0.0017209002980962396,hamster,333,0.001491991919465363,Irish wolfhound,170,0.001471689553000033
222,parachute,701,0.4600719213485718,nematode,111,0.002173640299588442,knot,616,0.001991358119994402,diaper,529,0.0014674458652734756,whistle,902,0.0014365186216309667
223,parachute,701,0.4876730740070343,flagpole,557,0.0020009768195450306,panpipe,699,0.001177762751467526,baseball,429,0.0011599743738770485,coil,506,0.0011547636240720749
224,parachute,701,0.3569417893886566,crash helmet,518,0.003901451826095581,balloon,417,0.002833528211340308,snowmobile,802,0.002188976388424635,mountain bike,671,0.0017704174388200045
225,parachute,701,0.3256637156009674,ski,795,0.005136153195053339,balloon,417,0.002448194893077016,tabby,281,0.0016228306340053678,affenpinscher,252,0.0015384686412289739
226,parachute,701,0.626832902431488,pick,714,0.0030154490377753973,balloon,417,0.002554100938141346,seashore,978,0.0013991013402119279,flagpole,557,0.0009887106716632843
227,parachute,701,0.36923205852508545,balloon,417,0.0016908155521377921,seashore,978,0.0013555975165218115,Irish wolfhound,170,0.0013084070524200797,chimpanzee,367,0.0012140129692852497
228,parachute,701,0.5496973991394043,plastic bag,728,0.0014452319592237473,tabby,281,0.0012235644971951842,Irish wolfhound,170,0.0010289172641932964,Egyptian cat,285,0.0009854924865067005
229,parachute,701,0.5798146724700928,ski,795,0.003722432069480419,crash helmet,518,0.002755508990958333,sleeping bag,797,0.0016344741452485323,flagpole,557,0.001546473940834403
230,parachute,701,0.4410621225833893,coil,506,0.0017018555663526058,stinkhorn,994,0.0015638223849236965,seashore,978,0.001464418601244688,purse,748,0.0014553744113072753
231,parachute,701,0.4573236405849457,balloon,417,0.0016677682287991047,seashore,978,0.0016504405066370964,coil,506,0.0013946631224825978,nematode,111,0.0013886430533602834
232,parachute,701,0.5687984228134155,purse,748,0.003941814880818129,necklace,679,0.002382158301770687,flagpole,557,0.002223580377176404,knot,616,0.0021453446242958307
233,parachute,701,0.49247077107429504,flagpole,557,0.0019094460876658559,sleeping bag,797,0.0015634986339136958,steel arch bridge,821,0.0013093060115352273,swab,840,0.0012488606153056026
234,parachute,701,0.43491309881210327,bib,443,0.0019335653632879257,king crab,121,0.0017265264177694917,crayfish,124,0.001673300750553608,stinkhorn,994,0.0016128733986988664
235,parachute,701,0.3866409361362457,quill,749,0.0016441242769360542,balloon,417,0.001225260435603559,seashore,978,0.0011950171319767833,Band Aid,419,0.0010202600387856364
236,parachute,701,0.35722440481185913,soccer ball,805,0.00198228913359344,ski,795,0.001800938742235303,toy poodle,265,0.0013896720483899117,lawn mower,621,0.0013487654505297542
237,parachute,701,0.47528940439224243,spoonbill,129,0.008023596368730068,balloon,417,0.005729064345359802,valley,979,0.004874522797763348,airship,405,0.004373225383460522
238,parachute,701,0.5499227046966553,snowmobile,802,0.00291287899017334,balloon,417,0.0018300004303455353,seashore,978,0.0016614835476502776,crash helmet,518,0.0013130150036886334
239,parachute,701,0.46421632170677185,balloon,417,0.001415745122358203,ski,795,0.0012829328188672662,quill,749,0.0012294548796489835,affenpinscher,252,0.001171531854197383
240,parachute,701,0.45175111293792725,ski,795,0.00364518235437572,snowmobile,802,0.0036363420076668262,balloon,417,0.0021521709859371185,crash helmet,518,0.0021076425909996033
241,parachute,701,0.4319550693035126,lorikeet,90,0.005111775826662779,alp,970,0.0030281618237495422,ski,795,0.003019388299435377,balloon,417,0.0021619070321321487
242,parachute,701,0.4426884949207306,balloon,417,0.00210382416844368,flagpole,557,0.0017027556896209717,seashore,978,0.001691523240879178,bib,443,0.0016647620359435678
243,parachute,701,0.35425522923469543,seashore,978,0.001853794907219708,hamster,333,0.0013174678897485137,chimpanzee,367,0.0012622297508642077,polecat,358,0.0012205694802105427
244,parachute,701,0.4889756441116333,balloon,417,0.009869464673101902,valley,979,0.0036323650274425745,alp,970,0.0034325402230024338,lakeside,975,0.001998866442590952
245,parachute,701,0.5970252156257629,flagpole,557,0.0013493020087480545,umbrella,879,0.0010183419799432158,balloon,417,0.0009587096283212304,steel arch bridge,821,0.0009280986851081252
246,parachute,701,0.4238623082637787,balloon,417,0.0018519503064453602,ski,795,0.0013938831398263574,mitten,658,0.0013874939177185297,starfish,327,0.0012923956383019686
247,parachute,701,0.4581451714038849,balloon,417,0.0030739291105419397,flagpole,557,0.002358926460146904,sulphur butterfly,325,0.0021365508437156677,spoonbill,129,0.002049317117780447
248,parachute,701,0.46590983867645264,seashore,978,0.0015601991908624768,nematode,111,0.0011631433153524995,balloon,417,0.0011306190863251686,polecat,358,0.0011221200693398714
249,parachute,701,0.45933273434638977,balloon,417,0.0016881347401067615,seashore,978,0.0016819349257275462,bib,443,0.0015149315586313605,flagpole,557,0.001216984586790204
250,parachute,701,0.551752507686615,umbrella,879,0.00152024591807276,wing,908,0.001322588650509715,crane,517,0.0013162430841475725,hip,989,0.001076490618288517
251,parachute,701,0.4292050004005432,balloon,417,0.006900731939822435,seashore,978,0.0017317155143246055,coil,506,0.0013349569635465741,toucan,96,0.0013041802449151874
252,parachute,701,0.5345067977905273,balloon,417,0.00655741011723876,umbrella,879,0.002517237327992916,agaric,992,0.002338285092264414,strawberry,949,0.002188110025599599
253,parachute,701,0.4963794946670532,balloon,417,0.00812501646578312,umbrella,879,0.0021148077212274075,bib,443,0.0016901915660127997,flagpole,557,0.0015036157565191388
254,parachute,701,0.5078039169311523,flagpole,557,0.002206300152465701,plastic bag,728,0.0014718426391482353,balloon,417,0.0013087831903249025,umbrella,879,0.0011767193209379911
255,parachute,701,0.4734289348125458,balloon,417,0.0028257400263100863,flagpole,557,0.0018064454197883606,African grey,87,0.0014945013681426644,panpipe,699,0.0013114014873281121
256,parachute,701,0.6025273203849792,alp,970,0.008522341027855873,cliff,972,0.004360867198556662,valley,979,0.004230189602822065,seashore,978,0.002800361253321171
257,parachute,701,0.5918669104576111,ski,795,0.0018768421141430736,umbrella,879,0.001399054890498519,snowmobile,802,0.0012435853714123368,Irish wolfhound,170,0.0011093515204265714
258,parachute,701,0.5358279347419739,balloon,417,0.0020577250979840755,starfish,327,0.0017005749978125095,sulphur butterfly,325,0.0014240972232073545,nematode,111,0.0013979492941871285
259,parachute,701,0.5560181736946106,ant,310,0.0012916249688714743,bib,443,0.0012537800939753652,toucan,96,0.0012406688183546066,seashore,978,0.0011228907387703657
260,parachute,701,0.4745275676250458,Irish wolfhound,170,0.0014458862133324146,chimpanzee,367,0.0012014376698061824,flat-coated retriever,205,0.0011683471966534853,Brabancon griffon,262,0.0011573699302971363
261,parachute,701,0.4729751646518707,flagpole,557,0.001220847712829709,seashore,978,0.0011773405130952597,sock,806,0.001061883638612926,hamster,333,0.0010496790055185556
262,parachute,701,0.5060723423957825,ant,310,0.002181703457608819,coil,506,0.0018695744220167398,wing,908,0.0015373516362160444,warplane,895,0.0015117068542167544
263,parachute,701,0.4398891031742096,seashore,978,0.0018351852195337415,balloon,417,0.0017386387335136533,toucan,96,0.0015913998940959573,flagpole,557,0.001192964962683618
264,parachute,701,0.5801354646682739,coil,506,0.004232574719935656,balloon,417,0.002302260138094425,knot,616,0.002200766932219267,necklace,679,0.0016662804409861565
265,parachute,701,0.3340156376361847,coil,506,0.0016986995469778776,nematode,111,0.001637580688111484,purse,748,0.001577597577124834,stinkhorn,994,0.0013663440477102995
266,parachute,701,0.5234959125518799,tabby,281,0.0013369298540055752,bib,443,0.0013360765296965837,nematode,111,0.0012139450991526246,ski,795,0.0011592258233577013
267,parachute,701,0.5122907757759094,balloon,417,0.0014697994338348508,sleeping bag,797,0.0012132039992138743,seashore,978,0.0010403491323813796,baseball,429,0.0009521588799543679
268,parachute,701,0.4984005093574524,water snake,58,0.0034707793965935707,bullfrog,30,0.0016054798616096377,crayfish,124,0.0015610504196956754,steel arch bridge,821,0.0015279916115105152
269,parachute,701,0.2880830764770508,alp,970,0.0050094593316316605,valley,979,0.0032620809506624937,seashore,978,0.003066065488383174,balloon,417,0.0029561363626271486
270,parachute,701,0.5045719146728516,umbrella,879,0.0011583861196413636,mitten,658,0.0011370338033884764,bib,443,0.0011129959020763636,seashore,978,0.0010707053588703275
271,parachute,701,0.3976433575153351,necklace,679,0.003712686011567712,ski,795,0.002498742425814271,bib,443,0.002435311209410429,nematode,111,0.0021693999879062176
272,parachute,701,0.7212586998939514,wing,908,0.001268669730052352,macaw,88,0.0009438523557037115,ant,310,0.0009129688260145485,mitten,658,0.0008954325458034873
273,parachute,701,0.6175885796546936,balloon,417,0.002535507781431079,quill,749,0.0021456771064549685,spoonbill,129,0.001518667908385396,bib,443,0.0010813261615112424
274,parachute,701,0.6116575598716736,coil,506,0.0023324554786086082,ibex,350,0.00151791179087013,nematode,111,0.0012735648779198527,seashore,978,0.0012411866337060928
275,parachute,701,0.4610617458820343,swimming trunks,842,0.0017971207853406668,diaper,529,0.0015263810055330396,unicycle,880,0.0012201752979308367,Irish wolfhound,170,0.0011524157598614693
276,parachute,701,0.4495373070240021,coil,506,0.0023527611047029495,ski,795,0.0018731532618403435,crash helmet,518,0.001502944272942841,Brabancon griffon,262,0.00149149214848876
277,parachute,701,0.44530120491981506,ski,795,0.0059694331139326096,red wine,966,0.002188048092648387,flagpole,557,0.002085288055241108,snowmobile,802,0.0019435483263805509
278,parachute,701,0.6644677519798279,balloon,417,0.0025791265070438385,valley,979,0.0025745334569364786,flagpole,557,0.0022166906856000423,water snake,58,0.0016171932220458984
279,parachute,701,0.42487087845802307,nematode,111,0.008806740865111351,coil,506,0.0037594977766275406,knot,616,0.0034023800399154425,stinkhorn,994,0.003212754847481847
280,parachute,701,0.432060569524765,balloon,417,0.007275779265910387,umbrella,879,0.001900832518003881,macaw,88,0.0016723673325031996,Irish wolfhound,170,0.0015745077980682254
281,parachute,701,0.5955362319946289,balloon,417,0.002838591579347849,flagpole,557,0.001579582691192627,umbrella,879,0.001330675440840423,alp,970,0.0012822790304198861
282,parachute,701,0.6521058678627014,alp,970,0.002271732548251748,warplane,895,0.0014157737605273724,balloon,417,0.0011324106017127633,wing,908,0.0010960967047140002
283,parachute,701,0.46060115098953247,umbrella,879,0.0014373196754604578,seashore,978,0.0013413355918601155,balloon,417,0.0013005771907046437,hamster,333,0.0011367042316123843
284,parachute,701,0.41491496562957764,Irish wolfhound,170,0.0018148404778912663,Border terrier,182,0.0016169598093256354,affenpinscher,252,0.0016058667097240686,Norwich terrier,186,0.0015284529654309154
285,parachute,701,0.4630802571773529,airship,405,0.0038155291695147753,balloon,417,0.003404207993298769,nematode,111,0.0026012256275862455,seashore,978,0.002080332487821579
286,parachute,701,0.5931240916252136,flagpole,557,0.0012376770609989762,ski,795,0.0012254761531949043,crash helmet,518,0.0010098750935867429,chimpanzee,367,0.0010032845893874764
287,parachute,701,0.354241281747818,balloon,417,0.0018810579786077142,panpipe,699,0.0015192126156762242,agaric,992,0.0014974179212003946,umbrella,879,0.001334102707915008
288,parachute,701,0.5896754860877991,balloon,417,0.0018024469027295709,valley,979,0.0011050791945308447,water snake,58,0.0010218244278803468,seashore,978,0.0008866130956448615
289,parachute,701,0.5066037178039551,flagpole,557,0.0013046710519120097,ski,795,0.00120299041736871,affenpinscher,252,0.001157207996584475,Irish wolfhound,170,0.0010930232238024473
290,parachute,701,0.542769730091095,balloon,417,0.0022842469625175,ski,795,0.001299726078286767,alp,970,0.0011695052962750196,seashore,978,0.001145735615864396
291,parachute,701,0.5665667057037354,broom,462,0.0029412060976028442,quill,749,0.0018984158523380756,balloon,417,0.001506151631474495,flagpole,557,0.0013880274491384625
292,parachute,701,0.571550726890564,wing,908,0.0011318246833980083,baseball,429,0.0009964585769921541,Irish wolfhound,170,0.0009892128873616457,Scotch terrier,199,0.0009767604060471058
293,parachute,701,0.33836349844932556,seashore,978,0.0021377368830144405,hamster,333,0.001502866274677217,Irish wolfhound,170,0.001412354176864028,nematode,111,0.0013965497491881251
294,parachute,701,0.45363929867744446,balloon,417,0.0022618661168962717,nematode,111,0.001555141294375062,coil,506,0.0014175997348502278,sea cucumber,329,0.0012427950277924538
295,parachute,701,0.7146894335746765,coil,506,0.002350113820284605,nematode,111,0.0011462041875347495,hook,600,0.001003865385428071,ant,310,0.0008745949016883969
296,parachute,701,0.43975329399108887,baseball,429,0.001192473224364221,crash helmet,518,0.001127181458286941,seashore,978,0.0010914885206148028,balloon,417,0.0010405211942270398
297,parachute,701,0.3460049033164978,flagpole,557,0.00147473462857306,nematode,111,0.0014490415342152119,seashore,978,0.0013449257239699364,balloon,417,0.0013297684490680695
298,parachute,701,0.49058666825294495,tabby,281,0.0012073322432115674,ski,795,0.0011902307160198689,baseball,429,0.0010769977234303951,panpipe,699,0.0010697696125134826
299,parachute,701,0.1680891364812851,nematode,111,0.0271934662014246,knot,616,0.014811799861490726,balloon,417,0.011092348955571651,stinkhorn,994,0.0109269879758358
300,parachute,701,0.382725328207016,spoonbill,129,0.0026392131112515926,balloon,417,0.001991867320612073,seashore,978,0.0017753515858203173,nematode,111,0.0017384272068738937
301,parachute,701,0.5110668540000916,flagpole,557,0.0037298917304724455,Christmas stocking,496,0.001759545411914587,mitten,658,0.001737860031425953,bib,443,0.0016121624503284693
302,parachute,701,0.5032907128334045,balloon,417,0.0028120079077780247,seashore,978,0.001227482222020626,ski,795,0.0011936082737520337,anemone fish,393,0.0010444907238706946
303,parachute,701,0.4200262129306793,balloon,417,0.0034796991385519505,umbrella,879,0.003165916306897998,swing,843,0.0016700318083167076,seashore,978,0.0016143484972417355
304,parachute,701,0.45032039284706116,balloon,417,0.00867651030421257,seashore,978,0.0013000010512769222,ladybug,301,0.0012901993468403816,butternut squash,942,0.001253008027561009
305,parachute,701,0.6459364891052246,flagpole,557,0.001655953354202211,unicycle,880,0.0013859197497367859,balloon,417,0.0011191096855327487,ski,795,0.0010988692520186305
306,parachute,701,0.5888243317604065,Brabancon griffon,262,0.0009927185019478202,Border terrier,182,0.0009684731485322118,affenpinscher,252,0.0009493675897829235,Irish wolfhound,170,0.0009490697411820292
307,parachute,701,0.3330872654914856,balloon,417,0.02925955504179001,flagpole,557,0.005168371368199587,coil,506,0.0032321352045983076,lorikeet,90,0.0032179979607462883
308,parachute,701,0.509663462638855,whistle,902,0.005408007651567459,hook,600,0.003562186611816287,king crab,121,0.003196754027158022,balloon,417,0.002722854260355234
309,parachute,701,0.5521156191825867,unicycle,880,0.0041476706974208355,ski,795,0.0022014714777469635,knee pad,615,0.0021154761780053377,crash helmet,518,0.0016362684546038508
310,parachute,701,0.40415865182876587,balloon,417,0.003412531688809395,lorikeet,90,0.0016564426477998495,toucan,96,0.0016109747812151909,African grey,87,0.0014208127977326512
311,parachute,701,0.3263787627220154,balloon,417,0.06340363621711731,maypole,645,0.009211639873683453,flagpole,557,0.008595775812864304,coil,506,0.006736087612807751
312,parachute,701,0.38747021555900574,balloon,417,0.0017445905832573771,orange,950,0.0016110539436340332,bib,443,0.0015295010525733232,corn,987,0.0015049361390993
313,parachute,701,0.4519961476325989,valley,979,0.00401659170165658,alp,970,0.00228498550131917,balloon,417,0.0020158994011580944,cliff,972,0.0017859394429251552
314,parachute,701,0.5060513615608215,balloon,417,0.0060011232271790504,flagpole,557,0.0020108206663280725,umbrella,879,0.0019479970214888453,wombat,106,0.0016770835500210524
315,parachute,701,0.5213521122932434,balloon,417,0.0045967623591423035,toucan,96,0.0018600465264171362,lorikeet,90,0.0017706319922581315,seashore,978,0.001395835424773395
316,parachute,701,0.6865094900131226,knot,616,0.0033378058578819036,hook,600,0.0028209013398736715,coil,506,0.0026604204904288054,nematode,111,0.0025570013094693422
317,parachute,701,0.44225019216537476,balloon,417,0.0018545802449807525,ski,795,0.001844964106567204,toucan,96,0.0016256044618785381,seashore,978,0.0015058877179399133
318,parachute,701,0.4697849452495575,snowmobile,802,0.0020051344763487577,seashore,978,0.0017878053477033973,ski,795,0.001659743837080896,crash helmet,518,0.001491110073402524
319,parachute,701,0.6751421093940735,balloon,417,0.0015818777028471231,coil,506,0.0009953888365998864,sleeping bag,797,0.0009331285255029798,valley,979,0.0007010936387814581
320,parachute,701,0.4805483818054199,wombat,106,0.0014241761527955532,seashore,978,0.0013722599251195788,chimpanzee,367,0.0012856344692409039,llama,355,0.0012634865706786513
321,parachute,701,0.4062991738319397,sleeping bag,797,0.002595247933641076,ski,795,0.0022159297950565815,plastic bag,728,0.0016012161504477262,balloon,417,0.001442258944734931
322,parachute,701,0.3637757897377014,balloon,417,0.017313869670033455,macaw,88,0.008470234461128712,lorikeet,90,0.0028463993221521378,African grey,87,0.002579563995823264
323,parachute,701,0.5942220687866211,broom,462,0.002188068814575672,bib,443,0.001375743537209928,cock,7,0.001158134313300252,balloon,417,0.0010572347091510892
324,parachute,701,0.4054008424282074,ski,795,0.0018641999922692776,Border terrier,182,0.0016571060987189412,Irish wolfhound,170,0.0016366852214559913,Chesapeake Bay retriever,209,0.0015843259170651436
325,parachute,701,0.4320482015609741,cock,7,0.0017247999785467982,balloon,417,0.0015725742559880018,seashore,978,0.0015410309424623847,lorikeet,90,0.0015167843084782362
326,parachute,701,0.5090989470481873,seashore,978,0.001444366411305964,balloon,417,0.0011387430131435394,toucan,96,0.001105726696550846,ski,795,0.0010904823429882526
327,parachute,701,0.652605414390564,coil,506,0.0013013143325224519,eft,27,0.001095447689294815,nematode,111,0.0009790831245481968,Band Aid,419,0.0009292747126892209
328,parachute,701,0.6269439458847046,valley,979,0.002797687193378806,water snake,58,0.002288169926032424,lakeside,975,0.0014747746754437685,seashore,978,0.0014266218058764935
329,parachute,701,0.3899042010307312,sock,806,0.003552354872226715,ant,310,0.0017075312789529562,mitten,658,0.0016718845581635833,dishrag,533,0.0016269226325675845
330,parachute,701,0.41081133484840393,balloon,417,0.021505577489733696,seashore,978,0.0015755592612549663,airship,405,0.0015666830586269498,mountain bike,671,0.0013414814602583647
331,parachute,701,0.5053256154060364,ski,795,0.003235106123611331,crash helmet,518,0.001301893382333219,wing,908,0.001232904614880681,bib,443,0.0012211817083880305
332,parachute,701,0.3043820261955261,balloon,417,0.007649282459169626,hip,989,0.0021527395583689213,spoonbill,129,0.002136680530384183,flagpole,557,0.0020488982554525137
333,parachute,701,0.40500885248184204,umbrella,879,0.0034245047718286514,sulphur butterfly,325,0.0025764619931578636,balloon,417,0.0023755431175231934,panpipe,699,0.001606483245268464
334,parachute,701,0.42577171325683594,umbrella,879,0.0014147659530863166,mitten,658,0.0014093719655647874,ski,795,0.001375814899802208,balloon,417,0.001310412073507905
335,parachute,701,0.6699298024177551,seashore,978,0.0010070056887343526,Band Aid,419,0.0007846113876439631,balloon,417,0.0007757200510241091,nematode,111,0.0006074588745832443
336,parachute,701,0.47699132561683655,balloon,417,0.0018665624083951116,snowmobile,802,0.0012890339130535722,baseball,429,0.001216468052007258,seashore,978,0.001115976134315133
337,parachute,701,0.8375488519668579,flagpole,557,0.002814501291140914,alp,970,0.0023310829419642687,toucan,96,0.0017930190078914165,balloon,417,0.001269591972231865
338,parachute,701,0.5565266013145447,soccer ball,805,0.001422707922756672,knee pad,615,0.001415371778421104,balloon,417,0.001409518881700933,alp,970,0.0010961135849356651
339,parachute,701,0.47702333331108093,balloon,417,0.0029127607122063637,coil,506,0.0016569463768973947,bib,443,0.001464108587242663,umbrella,879,0.0012821232667192817
